"大字町丁目コード","地域名"
"231110059001","愛知県名古屋市港区須成町一丁目"
"231110059002","愛知県名古屋市港区須成町二丁目"
"231110059003","愛知県名古屋市港区須成町三丁目"
"231110060001","愛知県名古屋市港区善進町一丁目"
"231110060002","愛知県名古屋市港区善進町二丁目"
"231110060003","愛知県名古屋市港区善進町三丁目"
"231110060004","愛知県名古屋市港区善進町四丁目"
"231110060005","愛知県名古屋市港区善進町五丁目"
"231110060008","愛知県名古屋市港区善進町八丁目"
"231110061000","愛知県名古屋市港区善進本町"
"231110062001","愛知県名古屋市港区船頭場一丁目"
"231110062002","愛知県名古屋市港区船頭場二丁目"
"231110062003","愛知県名古屋市港区船頭場三丁目"
"231110062004","愛知県名古屋市港区船頭場四丁目"
"231110062005","愛知県名古屋市港区船頭場五丁目"
"231110063000","愛知県名古屋市港区善南町"
"231110064000","愛知県名古屋市港区善北町"
"231110065000","愛知県名古屋市港区空見町"
"231110066001","愛知県名古屋市港区泰明町一丁目"
"231110066002","愛知県名古屋市港区泰明町二丁目"
"231110066003","愛知県名古屋市港区泰明町三丁目"
"231110067001","愛知県名古屋市港区高木町一丁目"
"231110067002","愛知県名古屋市港区高木町二丁目"
"231110067003","愛知県名古屋市港区高木町三丁目"
"231110067004","愛知県名古屋市港区高木町四丁目"
"231110067005","愛知県名古屋市港区高木町五丁目"
"231110068001","愛知県名古屋市港区多加良浦町一丁目"
"231110068002","愛知県名古屋市港区多加良浦町二丁目"
"231110068003","愛知県名古屋市港区多加良浦町三丁目"
"231110068004","愛知県名古屋市港区多加良浦町四丁目"
"231110068005","愛知県名古屋市港区多加良浦町五丁目"
"231110069000","愛知県名古屋市港区辰巳町"
"231110070000","愛知県名古屋市港区築盛町"
"231110071001","愛知県名古屋市港区知多一丁目"
"231110071002","愛知県名古屋市港区知多二丁目"
"231110071003","愛知県名古屋市港区知多三丁目"
"231110072002","愛知県名古屋市港区千年二丁目"
"231110072003","愛知県名古屋市港区千年三丁目"
"231110073001","愛知県名古屋市港区千鳥一丁目"
"231110073002","愛知県名古屋市港区千鳥二丁目"
"231110074001","愛知県名古屋市港区津金一丁目"
"231110074002","愛知県名古屋市港区津金二丁目"
"231110075001","愛知県名古屋市港区築三町一丁目"
"231110075002","愛知県名古屋市港区築三町二丁目"
"231110075003","愛知県名古屋市港区築三町三丁目"
"231110076000","愛知県名古屋市港区築地町"
"231110077000","愛知県名古屋市港区寺前町"
"231110078000","愛知県名古屋市港区天目町"
"231110079003","愛知県名古屋市港区東海通三丁目"
"231110079004","愛知県名古屋市港区東海通四丁目"
"231110079005","愛知県名古屋市港区東海通五丁目"
"231110080001","愛知県名古屋市港区当知一丁目"
"231110080002","愛知県名古屋市港区当知二丁目"
"231110080003","愛知県名古屋市港区当知三丁目"
"231110080004","愛知県名古屋市港区当知四丁目"
"231110081000","愛知県名古屋市港区当知町"
"231110082006","愛知県名古屋市港区当知町六丁目"
"231110082007","愛知県名古屋市港区当知町七丁目"
"231110082008","愛知県名古屋市港区当知町八丁目"
"231110083001","愛知県名古屋市港区土古町一丁目"
"231110083002","愛知県名古屋市港区土古町二丁目"
"231110083003","愛知県名古屋市港区土古町三丁目"
"231110083004","愛知県名古屋市港区土古町四丁目"
"231110085001","愛知県名古屋市港区中之島通一丁目"
"231110085002","愛知県名古屋市港区中之島通二丁目"
"231110085003","愛知県名古屋市港区中之島通三丁目"
"231110085004","愛知県名古屋市港区中之島通四丁目"
"231110086001","愛知県名古屋市港区七島一丁目"
"231110086002","愛知県名古屋市港区七島二丁目"
"231110087000","愛知県名古屋市港区南陽町大字茶屋新田"
"231110089000","愛知県名古屋市港区南陽町大字福田"
"231110090000","愛知県名古屋市港区南陽町大字藤高新田"
"231110091000","愛知県名古屋市港区西蟹田"
"231110092001","愛知県名古屋市港区西川町一丁目"
"231110092002","愛知県名古屋市港区西川町二丁目"
"231110092003","愛知県名古屋市港区西川町三丁目"
"231110092004","愛知県名古屋市港区西川町四丁目"
"231110093000","愛知県名古屋市港区錦町"
"231110094000","愛知県名古屋市港区西倉町"
"231110095001","愛知県名古屋市港区西茶屋一丁目"
"231110095002","愛知県名古屋市港区西茶屋二丁目"
"231110095003","愛知県名古屋市港区西茶屋三丁目"
"231110095004","愛知県名古屋市港区西茶屋四丁目"
"231110096001","愛知県名古屋市港区西福田一丁目"
"231110096002","愛知県名古屋市港区西福田二丁目"
"231110096003","愛知県名古屋市港区西福田三丁目"
"231110096004","愛知県名古屋市港区西福田四丁目"
"231110096005","愛知県名古屋市港区西福田五丁目"
"231110097001","愛知県名古屋市港区野跡一丁目"
"231110097002","愛知県名古屋市港区野跡二丁目"
"231110097003","愛知県名古屋市港区野跡三丁目"
"231110097004","愛知県名古屋市港区野跡四丁目"
"231110097005","愛知県名古屋市港区野跡五丁目"
"231110098001","愛知県名古屋市港区八百島一丁目"
"231110098002","愛知県名古屋市港区八百島二丁目"
"231110099001","愛知県名古屋市港区浜一丁目"
"231110099002","愛知県名古屋市港区浜二丁目"
"231110100001","愛知県名古屋市港区春田野一丁目"
"231110100002","愛知県名古屋市港区春田野二丁目"
"231110100003","愛知県名古屋市港区春田野三丁目"
"231110101000","愛知県名古屋市港区東蟹田"
"231110102001","愛知県名古屋市港区東茶屋一丁目"
"231110102002","愛知県名古屋市港区東茶屋二丁目"
"231110102003","愛知県名古屋市港区東茶屋三丁目"
"231110102004","愛知県名古屋市港区東茶屋四丁目"
"231110103000","愛知県名古屋市港区東築地町"
"231110104001","愛知県名古屋市港区東土古町一丁目"
"231110104002","愛知県名古屋市港区東土古町二丁目"
"231110105001","愛知県名古屋市港区福田一丁目"
"231110105002","愛知県名古屋市港区福田二丁目"
"231110106001","愛知県名古屋市港区福屋一丁目"
"231110106002","愛知県名古屋市港区福屋二丁目"
"231110107001","愛知県名古屋市港区藤高一丁目"
"231110107002","愛知県名古屋市港区藤高二丁目"
"231110107003","愛知県名古屋市港区藤高三丁目"
"231110107004","愛知県名古屋市港区藤高四丁目"
"231110107005","愛知県名古屋市港区藤高五丁目"
"231110108001","愛知県名古屋市港区藤前一丁目"
"231110108002","愛知県名古屋市港区藤前二丁目"
"231110108003","愛知県名古屋市港区藤前三丁目"
"231110108004","愛知県名古屋市港区藤前四丁目"
"231110108005","愛知県名古屋市港区藤前五丁目"
"231110109000","愛知県名古屋市港区船見町"
"231110110001","愛知県名古屋市港区宝神一丁目"
"231110110002","愛知県名古屋市港区宝神二丁目"
"231110110003","愛知県名古屋市港区宝神三丁目"
"231110110004","愛知県名古屋市港区宝神四丁目"
"231110110005","愛知県名古屋市港区宝神五丁目"
"231110111000","愛知県名古屋市港区宝神町"
"231110112000","愛知県名古屋市港区本宮新町"
"231110113001","愛知県名古屋市港区本宮町一丁目"
"231110113002","愛知県名古屋市港区本宮町二丁目"
"231110113003","愛知県名古屋市港区本宮町三丁目"
"231110113004","愛知県名古屋市港区本宮町四丁目"
"231110113005","愛知県名古屋市港区本宮町五丁目"
"231110113006","愛知県名古屋市港区本宮町六丁目"
"231110113007","愛知県名古屋市港区本宮町七丁目"
"231110113008","愛知県名古屋市港区本宮町八丁目"
"231110114001","愛知県名古屋市港区丸池町一丁目"
"231110114002","愛知県名古屋市港区丸池町二丁目"
"231110114003","愛知県名古屋市港区丸池町三丁目"
"231110115000","愛知県名古屋市港区港町"
"231110116001","愛知県名古屋市港区南十一番町一丁目"
"231110116002","愛知県名古屋市港区南十一番町二丁目"
"231110116003","愛知県名古屋市港区南十一番町三丁目"
"231110116004","愛知県名古屋市港区南十一番町四丁目"
"231110116005","愛知県名古屋市港区南十一番町五丁目"
"231110117001","愛知県名古屋市港区南十番町一丁目"
"231110117002","愛知県名古屋市港区南十番町二丁目"
"231110117003","愛知県名古屋市港区南十番町三丁目"
"231110117004","愛知県名古屋市港区南十番町四丁目"
"231110117005","愛知県名古屋市港区南十番町五丁目"
"231110118001","愛知県名古屋市港区名港一丁目"
"231110118002","愛知県名古屋市港区名港二丁目"
"231110119000","愛知県名古屋市港区名四町"
"231110120001","愛知県名古屋市港区明正一丁目"
"231110120002","愛知県名古屋市港区明正二丁目"
"231110121000","愛知県名古屋市港区本星崎町"
"231110122000","愛知県名古屋市港区龍宮町"
"231110123001","愛知県名古屋市港区協和一丁目"
"231110123002","愛知県名古屋市港区協和二丁目"
"231110124001","愛知県名古屋市港区畑中一丁目"
"231110124002","愛知県名古屋市港区畑中二丁目"
"231110125000","愛知県名古屋市港区六軒家"
"231110126001","愛知県名古屋市港区福前一丁目"
"231110126002","愛知県名古屋市港区福前二丁目"
"231120001000","愛知県名古屋市南区赤坪町"
"231120002000","愛知県名古屋市南区阿原町"
"231120003001","愛知県名古屋市南区荒浜町一丁目"
"231120003002","愛知県名古屋市南区荒浜町二丁目"
"231120003003","愛知県名古屋市南区荒浜町三丁目"
"231120003004","愛知県名古屋市南区荒浜町四丁目"
"231120003005","愛知県名古屋市南区荒浜町五丁目"
"231120004001","愛知県名古屋市南区石元町一丁目"
"231120004002","愛知県名古屋市南区石元町二丁目"
"231120004003","愛知県名古屋市南区石元町三丁目"
"231120004004","愛知県名古屋市南区石元町四丁目"
"231120005000","愛知県名古屋市南区岩戸町"
"231120006001","愛知県名古屋市南区内田橋一丁目"
"231120006002","愛知県名古屋市南区内田橋二丁目"
"231120007000","愛知県名古屋市南区扇田町"
"231120008004","愛知県名古屋市南区大磯通四丁目"
"231120008005","愛知県名古屋市南区大磯通五丁目"
"231120008006","愛知県名古屋市南区大磯通六丁目"
"231120009000","愛知県名古屋市南区大堀町"
"231120010000","愛知県名古屋市南区貝塚町"
"231120011001","愛知県名古屋市南区駈上一丁目"
"231120011002","愛知県名古屋市南区駈上二丁目"
"231120012000","愛知県名古屋市南区笠寺町"
"231120013000","愛知県名古屋市南区春日野町"
"231120014001","愛知県名古屋市南区粕畠町一丁目"
"231120014002","愛知県名古屋市南区粕畠町二丁目"
"231120014003","愛知県名古屋市南区粕畠町三丁目"
"231120015000","愛知県名古屋市南区霞町"
"231120016001","愛知県名古屋市南区要町一丁目"
"231120016002","愛知県名古屋市南区要町二丁目"
"231120016003","愛知県名古屋市南区要町三丁目"
"231120016004","愛知県名古屋市南区要町四丁目"
"231120016005","愛知県名古屋市南区要町五丁目"
"231120017001","愛知県名古屋市南区加福町一丁目"
"231120017002","愛知県名古屋市南区加福町二丁目"
"231120017003","愛知県名古屋市南区加福町三丁目"
"231120018001","愛知県名古屋市南区加福本通一丁目"
"231120018002","愛知県名古屋市南区加福本通二丁目"
"231120018003","愛知県名古屋市南区加福本通三丁目"
"231120019000","愛知県名古屋市南区上浜町"
"231120020001","愛知県名古屋市南区神松町一丁目"
"231120020002","愛知県名古屋市南区神松町二丁目"
"231120020003","愛知県名古屋市南区神松町三丁目"
"231120021001","愛知県名古屋市南区観音町一丁目"
"231120021002","愛知県名古屋市南区観音町二丁目"
"231120021003","愛知県名古屋市南区観音町三丁目"
"231120021004","愛知県名古屋市南区観音町四丁目"
"231120021005","愛知県名古屋市南区観音町五丁目"
"231120021006","愛知県名古屋市南区観音町六丁目"
"231120021007","愛知県名古屋市南区観音町七丁目"
"231120021008","愛知県名古屋市南区観音町八丁目"
"231120021009","愛知県名古屋市南区観音町九丁目"
"231120022001","愛知県名古屋市南区菊住一丁目"
"231120022002","愛知県名古屋市南区菊住二丁目"
"231120023001","愛知県名古屋市南区北内町一丁目"
"231120023002","愛知県名古屋市南区北内町二丁目"
"231120023003","愛知県名古屋市南区北内町三丁目"
"231120023004","愛知県名古屋市南区北内町四丁目"
"231120023005","愛知県名古屋市南区北内町五丁目"
"231120024001","愛知県名古屋市南区北頭町一丁目"
"231120024002","愛知県名古屋市南区北頭町二丁目"
"231120024003","愛知県名古屋市南区北頭町三丁目"
"231120024004","愛知県名古屋市南区北頭町四丁目"
"231120025000","愛知県名古屋市南区楠町"
"231120026001","愛知県名古屋市南区源兵衛町一丁目"
"231120026004","愛知県名古屋市南区源兵衛町四丁目"
"231120026005","愛知県名古屋市南区源兵衛町五丁目"
"231120027001","愛知県名古屋市南区港東通一丁目"
"231120027002","愛知県名古屋市南区港東通二丁目"
"231120028001","愛知県名古屋市南区五条町一丁目"
"231120028002","愛知県名古屋市南区五条町二丁目"
"231120028003","愛知県名古屋市南区五条町三丁目"
"231120029001","愛知県名古屋市南区柵下町一丁目"
"231120029002","愛知県名古屋市南区柵下町二丁目"
"231120029003","愛知県名古屋市南区柵下町三丁目"
"231120029004","愛知県名古屋市南区柵下町四丁目"
"231120030001","愛知県名古屋市南区桜台一丁目"
"231120030002","愛知県名古屋市南区桜台二丁目"
"231120031000","愛知県名古屋市南区桜本町"
"231120032002","愛知県名古屋市南区桜本町二丁目"
"231120033001","愛知県名古屋市南区三条一丁目"
"231120033002","愛知県名古屋市南区三条二丁目"
"231120034000","愛知県名古屋市南区汐田町"
"231120035001","愛知県名古屋市南区塩屋町一丁目"
"231120035002","愛知県名古屋市南区塩屋町二丁目"
"231120035003","愛知県名古屋市南区塩屋町三丁目"
"231120035004","愛知県名古屋市南区塩屋町四丁目"
"231120035005","愛知県名古屋市南区塩屋町五丁目"
"231120035006","愛知県名古屋市南区塩屋町六丁目"
"231120036001","愛知県名古屋市南区七条町一丁目"
"231120036002","愛知県名古屋市南区七条町二丁目"
"231120036003","愛知県名古屋市南区七条町三丁目"
"231120037001","愛知県名古屋市南区柴田町一丁目"
"231120037002","愛知県名古屋市南区柴田町二丁目"
"231120037003","愛知県名古屋市南区柴田町三丁目"
"231120037004","愛知県名古屋市南区柴田町四丁目"
"231120037005","愛知県名古屋市南区柴田町五丁目"
"231120037006","愛知県名古屋市南区柴田町六丁目"
"231120038001","愛知県名古屋市南区柴田本通一丁目"
"231120038002","愛知県名古屋市南区柴田本通二丁目"
"231120038003","愛知県名古屋市南区柴田本通三丁目"
"231120038004","愛知県名古屋市南区柴田本通四丁目"
"231120038005","愛知県名古屋市南区柴田本通五丁目"
"231120039000","愛知県名古屋市南区芝町"
"231120040001","愛知県名古屋市南区城下町一丁目"
"231120040002","愛知県名古屋市南区城下町二丁目"
"231120040003","愛知県名古屋市南区城下町三丁目"
"231120041000","愛知県名古屋市南区砂口町"
"231120042001","愛知県名古屋市南区泉楽通一丁目"
"231120042002","愛知県名古屋市南区泉楽通二丁目"
"231120042003","愛知県名古屋市南区泉楽通三丁目"
"231120042004","愛知県名古屋市南区泉楽通四丁目"
"231120043001","愛知県名古屋市南区曽池町一丁目"
"231120043002","愛知県名古屋市南区曽池町二丁目"
"231120043003","愛知県名古屋市南区曽池町三丁目"
"231120043004","愛知県名古屋市南区曽池町四丁目"
"231120044001","愛知県名古屋市南区外山一丁目"
"231120044002","愛知県名古屋市南区外山二丁目"
"231120045001","愛知県名古屋市南区大同町一丁目"
"231120045002","愛知県名古屋市南区大同町二丁目"
"231120045003","愛知県名古屋市南区大同町三丁目"
"231120045004","愛知県名古屋市南区大同町四丁目"
"231120045005","愛知県名古屋市南区大同町五丁目"
"231120046001","愛知県名古屋市南区鯛取通一丁目"
"231120046002","愛知県名古屋市南区鯛取通二丁目"
"231120046003","愛知県名古屋市南区鯛取通三丁目"
"231120046004","愛知県名古屋市南区鯛取通四丁目"
"231120046005","愛知県名古屋市南区鯛取通五丁目"
"231120047000","愛知県名古屋市南区滝春町"
"231120048001","愛知県名古屋市南区立脇町一丁目"
"231120048002","愛知県名古屋市南区立脇町二丁目"
"231120048003","愛知県名古屋市南区立脇町三丁目"
"231120048004","愛知県名古屋市南区立脇町四丁目"
"231120048005","愛知県名古屋市南区立脇町五丁目"
"231120049001","愛知県名古屋市南区丹後通一丁目"
"231120049002","愛知県名古屋市南区丹後通二丁目"
"231120049003","愛知県名古屋市南区丹後通三丁目"
"231120049004","愛知県名古屋市南区丹後通四丁目"
"231120049005","愛知県名古屋市南区丹後通五丁目"
"231120050001","愛知県名古屋市南区千竈通一丁目"
"231120050002","愛知県名古屋市南区千竈通二丁目"
"231120050003","愛知県名古屋市南区千竈通三丁目"
"231120050004","愛知県名古屋市南区千竈通四丁目"
"231120050005","愛知県名古屋市南区千竈通五丁目"
"231120050006","愛知県名古屋市南区千竈通六丁目"
"231120050007","愛知県名古屋市南区千竈通七丁目"
"231120051001","愛知県名古屋市南区忠次一丁目"
"231120051002","愛知県名古屋市南区忠次二丁目"
"231120052001","愛知県名古屋市南区堤起町一丁目"
"231120052002","愛知県名古屋市南区堤起町二丁目"
"231120052003","愛知県名古屋市南区堤起町三丁目"
"231120053001","愛知県名古屋市南区堤町一丁目"
"231120053002","愛知県名古屋市南区堤町二丁目"
"231120053003","愛知県名古屋市南区堤町三丁目"
"231120053004","愛知県名古屋市南区堤町四丁目"
"231120053005","愛知県名古屋市南区堤町五丁目"
"231120054001","愛知県名古屋市南区鶴里町一丁目"
"231120054002","愛知県名古屋市南区鶴里町二丁目"
"231120054003","愛知県名古屋市南区鶴里町三丁目"
"231120055001","愛知県名古屋市南区鶴田一丁目"
"231120055002","愛知県名古屋市南区鶴田二丁目"
"231120056001","愛知県名古屋市南区鶴見通一丁目"
"231120056002","愛知県名古屋市南区鶴見通二丁目"
"231120056003","愛知県名古屋市南区鶴見通三丁目"
"231120056004","愛知県名古屋市南区鶴見通四丁目"
"231120056005","愛知県名古屋市南区鶴見通五丁目"
"231120056006","愛知県名古屋市南区鶴見通六丁目"
"231120057000","愛知県名古屋市南区寺崎町"
"231120058001","愛知県名古屋市南区寺部通一丁目"
"231120058002","愛知県名古屋市南区寺部通二丁目"
"231120058003","愛知県名古屋市南区寺部通三丁目"
"231120058004","愛知県名古屋市南区寺部通四丁目"
"231120059001","愛知県名古屋市南区天白町一丁目"
"231120059002","愛知県名古屋市南区天白町二丁目"
"231120059003","愛知県名古屋市南区天白町三丁目"
"231120059004","愛知県名古屋市南区天白町四丁目"
"231120059005","愛知県名古屋市南区天白町五丁目"
"231120060001","愛知県名古屋市南区道全町一丁目"
"231120060002","愛知県名古屋市南区道全町二丁目"
"231120060003","愛知県名古屋市南区道全町三丁目"
"231120060004","愛知県名古屋市南区道全町四丁目"
"231120061001","愛知県名古屋市南区道徳北町一丁目"
"231120061002","愛知県名古屋市南区道徳北町二丁目"
"231120061003","愛知県名古屋市南区道徳北町三丁目"
"231120062001","愛知県名古屋市南区道徳新町一丁目"
"231120062002","愛知県名古屋市南区道徳新町二丁目"
"231120062003","愛知県名古屋市南区道徳新町三丁目"
"231120062004","愛知県名古屋市南区道徳新町四丁目"
"231120062005","愛知県名古屋市南区道徳新町五丁目"
"231120062006","愛知県名古屋市南区道徳新町六丁目"
"231120062007","愛知県名古屋市南区道徳新町七丁目"
"231120062008","愛知県名古屋市南区道徳新町八丁目"
"231120062009","愛知県名古屋市南区道徳新町九丁目"
"231120063001","愛知県名古屋市南区道徳通一丁目"
"231120063002","愛知県名古屋市南区道徳通二丁目"
"231120063003","愛知県名古屋市南区道徳通三丁目"
"231120064001","愛知県名古屋市南区戸部下一丁目"
"231120064002","愛知県名古屋市南区戸部下二丁目"
"231120065001","愛知県名古屋市南区戸部町一丁目"
"231120065002","愛知県名古屋市南区戸部町二丁目"
"231120065003","愛知県名古屋市南区戸部町三丁目"
"231120065004","愛知県名古屋市南区戸部町四丁目"
"231120066001","愛知県名古屋市南区豊田一丁目"
"231120066002","愛知県名古屋市南区豊田二丁目"
"231120066003","愛知県名古屋市南区豊田三丁目"
"231120066004","愛知県名古屋市南区豊田四丁目"
"231120066005","愛知県名古屋市南区豊田五丁目"
"231120067000","愛知県名古屋市南区豊田町"
"231120068001","愛知県名古屋市南区鳥栖一丁目"
"231120068002","愛知県名古屋市南区鳥栖二丁目"
"231120069001","愛知県名古屋市南区鳥山町一丁目"
"231120069002","愛知県名古屋市南区鳥山町二丁目"
"231120069003","愛知県名古屋市南区鳥山町三丁目"
"231120070001","愛知県名古屋市南区中江一丁目"
"231120070002","愛知県名古屋市南区中江二丁目"
"231120071001","愛知県名古屋市南区中割町一丁目"
"231120071002","愛知県名古屋市南区中割町二丁目"
"231120071003","愛知県名古屋市南区中割町三丁目"
"231120071004","愛知県名古屋市南区中割町四丁目"
"231120072001","愛知県名古屋市南区鳴尾一丁目"
"231120072002","愛知県名古屋市南区鳴尾二丁目"
"231120073000","愛知県名古屋市南区鳴尾町"
"231120074001","愛知県名古屋市南区鳴浜町一丁目"
"231120074002","愛知県名古屋市南区鳴浜町二丁目"
"231120074003","愛知県名古屋市南区鳴浜町三丁目"
"231120074004","愛知県名古屋市南区鳴浜町四丁目"
"231120074005","愛知県名古屋市南区鳴浜町五丁目"
"231120074006","愛知県名古屋市南区鳴浜町六丁目"
"231120074007","愛知県名古屋市南区鳴浜町七丁目"
"231120075004","愛知県名古屋市南区南陽通四丁目"
"231120075005","愛知県名古屋市南区南陽通五丁目"
"231120075006","愛知県名古屋市南区南陽通六丁目"
"231120076000","愛知県名古屋市南区西桜町"
"231120077001","愛知県名古屋市南区西田町一丁目"
"231120077002","愛知県名古屋市南区西田町二丁目"
"231120077003","愛知県名古屋市南区西田町三丁目"
"231120077004","愛知県名古屋市南区西田町四丁目"
"231120078001","愛知県名古屋市南区西又兵ヱ町一丁目"
"231120078002","愛知県名古屋市南区西又兵ヱ町二丁目"
"231120078003","愛知県名古屋市南区西又兵ヱ町三丁目"
"231120078004","愛知県名古屋市南区西又兵ヱ町四丁目"
"231120079000","愛知県名古屋市南区白雲町"
"231120080000","愛知県名古屋市南区白水町"
"231120081001","愛知県名古屋市南区浜田町一丁目"
"231120081002","愛知県名古屋市南区浜田町二丁目"
"231120081003","愛知県名古屋市南区浜田町三丁目"
"231120081004","愛知県名古屋市南区浜田町四丁目"
"231120081005","愛知県名古屋市南区浜田町五丁目"
"231120082001","愛知県名古屋市南区浜中町一丁目"
"231120082002","愛知県名古屋市南区浜中町二丁目"
"231120082003","愛知県名古屋市南区浜中町三丁目"
"231120083001","愛知県名古屋市南区東又兵ヱ町一丁目"
"231120083002","愛知県名古屋市南区東又兵ヱ町二丁目"
"231120083003","愛知県名古屋市南区東又兵ヱ町三丁目"
"231120083004","愛知県名古屋市南区東又兵ヱ町四丁目"
"231120083005","愛知県名古屋市南区東又兵ヱ町五丁目"
"231120084000","愛知県名古屋市南区氷室町"
"231120085004","愛知県名古屋市南区氷室町四丁目"
"231120086001","愛知県名古屋市南区平子一丁目"
"231120086002","愛知県名古屋市南区平子二丁目"
"231120087001","愛知県名古屋市南区宝生町一丁目"
"231120087002","愛知県名古屋市南区宝生町二丁目"
"231120087003","愛知県名古屋市南区宝生町三丁目"
"231120087004","愛知県名古屋市南区宝生町四丁目"
"231120088001","愛知県名古屋市南区星崎一丁目"
"231120088002","愛知県名古屋市南区星崎二丁目"
"231120089000","愛知県名古屋市南区星崎町"
"231120090000","愛知県名古屋市南区星園町"
"231120091000","愛知県名古屋市南区星宮町"
"231120092001","愛知県名古屋市南区本地通一丁目"
"231120092002","愛知県名古屋市南区本地通二丁目"
"231120092003","愛知県名古屋市南区本地通三丁目"
"231120092004","愛知県名古屋市南区本地通四丁目"
"231120092005","愛知県名古屋市南区本地通五丁目"
"231120092006","愛知県名古屋市南区本地通六丁目"
"231120092007","愛知県名古屋市南区本地通七丁目"
"231120093001","愛知県名古屋市南区本城町一丁目"
"231120093002","愛知県名古屋市南区本城町二丁目"
"231120093003","愛知県名古屋市南区本城町三丁目"
"231120094001","愛知県名古屋市南区前浜通一丁目"
"231120094002","愛知県名古屋市南区前浜通二丁目"
"231120094003","愛知県名古屋市南区前浜通三丁目"
"231120094004","愛知県名古屋市南区前浜通四丁目"
"231120094005","愛知県名古屋市南区前浜通五丁目"
"231120094006","愛知県名古屋市南区前浜通六丁目"
"231120094007","愛知県名古屋市南区前浜通七丁目"
"231120095001","愛知県名古屋市南区松池町一丁目"
"231120095002","愛知県名古屋市南区松池町二丁目"
"231120095003","愛知県名古屋市南区松池町三丁目"
"231120096001","愛知県名古屋市南区松下町一丁目"
"231120096002","愛知県名古屋市南区松下町二丁目"
"231120096003","愛知県名古屋市南区松下町三丁目"
"231120096004","愛知県名古屋市南区松下町四丁目"
"231120097001","愛知県名古屋市南区松城町一丁目"
"231120097002","愛知県名古屋市南区松城町二丁目"
"231120097003","愛知県名古屋市南区松城町三丁目"
"231120098001","愛知県名古屋市南区南野一丁目"
"231120098002","愛知県名古屋市南区南野二丁目"
"231120098003","愛知県名古屋市南区南野三丁目"
"231120099000","愛知県名古屋市南区見晴町"
"231120100000","愛知県名古屋市南区明円町"
"231120101001","愛知県名古屋市南区三吉町一丁目"
"231120101002","愛知県名古屋市南区三吉町二丁目"
"231120101003","愛知県名古屋市南区三吉町三丁目"
"231120101004","愛知県名古屋市南区三吉町四丁目"
"231120101005","愛知県名古屋市南区三吉町五丁目"
"231120101006","愛知県名古屋市南区三吉町六丁目"
"231120102001","愛知県名古屋市南区明治一丁目"
"231120102002","愛知県名古屋市南区明治二丁目"
"231120103000","愛知県名古屋市南区元桜田町"
"231120104001","愛知県名古屋市南区元桜田町一丁目"
"231120104002","愛知県名古屋市南区元桜田町二丁目"
"231120104003","愛知県名古屋市南区元桜田町三丁目"
"231120104004","愛知県名古屋市南区元桜田町四丁目"
"231120104005","愛知県名古屋市南区元桜田町五丁目"
"231120105001","愛知県名古屋市南区元塩町一丁目"
"231120105002","愛知県名古屋市南区元塩町二丁目"
"231120105003","愛知県名古屋市南区元塩町三丁目"
"231120105004","愛知県名古屋市南区元塩町四丁目"
"231120105005","愛知県名古屋市南区元塩町五丁目"
"231120105006","愛知県名古屋市南区元塩町六丁目"
"231120106001","愛知県名古屋市南区元柴田西町一丁目"
"231120106002","愛知県名古屋市南区元柴田西町二丁目"
"231120106003","愛知県名古屋市南区元柴田西町三丁目"
"231120107001","愛知県名古屋市南区元柴田東町一丁目"
"231120107002","愛知県名古屋市南区元柴田東町二丁目"
"231120107003","愛知県名古屋市南区元柴田東町三丁目"
"231120107004","愛知県名古屋市南区元柴田東町四丁目"
"231120108000","愛知県名古屋市南区元鳴尾町"
"231120109000","愛知県名古屋市南区本星崎町"
"231120110001","愛知県名古屋市南区薬師通一丁目"
"231120110002","愛知県名古屋市南区薬師通二丁目"
"231120111001","愛知県名古屋市南区弥次ヱ町一丁目"
"231120111002","愛知県名古屋市南区弥次ヱ町二丁目"
"231120111003","愛知県名古屋市南区弥次ヱ町三丁目"
"231120111004","愛知県名古屋市南区弥次ヱ町四丁目"
"231120111005","愛知県名古屋市南区弥次ヱ町五丁目"
"231120112000","愛知県名古屋市南区弥生町"
"231120113001","愛知県名古屋市南区豊一丁目"
"231120113002","愛知県名古屋市南区豊二丁目"
"231120113003","愛知県名古屋市南区豊三丁目"
"231120113004","愛知県名古屋市南区豊四丁目"
"231120114001","愛知県名古屋市南区呼続一丁目"
"231120114002","愛知県名古屋市南区呼続二丁目"
"231120114003","愛知県名古屋市南区呼続三丁目"
"231120114004","愛知県名古屋市南区呼続四丁目"
"231120114005","愛知県名古屋市南区呼続五丁目"
"231120115000","愛知県名古屋市南区呼続町"
"231120116000","愛知県名古屋市南区呼続元町"
"231120117001","愛知県名古屋市南区六条町一丁目"
"231120117002","愛知県名古屋市南区六条町二丁目"
"231120117003","愛知県名古屋市南区六条町三丁目"
"231120117004","愛知県名古屋市南区六条町四丁目"
"231120118000","愛知県名古屋市南区若草町"
"231130001000","愛知県名古屋市守山区青葉台"
"231130002000","愛知県名古屋市守山区青山台"
"231130003001","愛知県名古屋市守山区天子田一丁目"
"231130003002","愛知県名古屋市守山区天子田二丁目"
"231130003003","愛知県名古屋市守山区天子田三丁目"
"231130003004","愛知県名古屋市守山区天子田四丁目"
"231130004000","愛知県名古屋市守山区泉が丘"
"231130005000","愛知県名古屋市守山区市場"
"231130006000","愛知県名古屋市守山区今尻町"
